506.9711,259.6335
541.9257,259.9420
577.2787,260.0536
612.0290,260.2669
647.2376,260.3448
681.9949,260.6000
717.1205,260.9959
751.6260,261.4674
786.3141,261.7911
820.9670,262.2516
855.4908,262.5693
889.7783,263.2068
506.8374,294.9893
541.8766,295.1604
576.8099,295.3561
611.8667,295.5584
646.6704,295.7505
681.5772,296.0958
716.1977,296.3110
751.0003,296.4737
785.5187,296.9550
819.9004,297.3903
854.4008,298.0151
888.7677,298.3309
511.0000,325.0000
541.6715,330.3596
576.6675,330.2729
611.5222,330.4704
646.3437,330.5728
681.0677,330.9495
715.7075,331.2106
750.1090,331.5747
784.6587,331.7745
819.1366,332.3054
853.4164,332.6115
887.6027,333.1463
513.0000,368.0000
541.5780,365.0469
576.3262,365.2725
611.3671,365.4092
645.7978,365.5790
680.6234,365.8249
715.1586,366.1791
749.6074,366.2829
783.8021,366.7476
818.3233,366.9870
852.3890,367.5882
886.4921,367.8501
506.6345,399.8921
541.3378,400.0345
576.1535,399.9888
610.7954,400.2573
645.6193,400.3332
680.0713,400.4555
714.5979,400.5916
748.9341,400.8978
783.3866,401.1933
817.4811,401.6114
851.5359,401.9653
885.5495,402.4304
506.2935,434.4805
541.3791,434.4863
575.7940,434.6301
610.5214,434.6459
645.1873,434.7926
679.7517,434.8106
713.9823,435.1721
748.4130,435.3484
782.6159,435.8080
816.8107,436.0373
850.7940,436.3892
884.7804,436.5663
506.1799,468.8714
540.8697,469.0497
575.6873,469.0298
610.0426,469.1448
644.8330,469.1654
679.1750,469.3835
713.6367,469.3691
747.7176,469.6918
781.9835,469.9957
815.9235,470.2599
849.9717,470.4770
883.8914,470.8281
506.0034,503.3880
540.7533,503.2863
575.3696,503.4683
609.8340,503.3817
644.1976,503.4716
678.7375,503.3253
712.9610,503.7048
747.2745,503.7725
781.3218,504.2025
815.5151,504.3030
849.3291,504.5372
883.4295,504.8500
505.9007,537.5531
540.4408,537.5439
575.1904,537.5459
609.5184,537.7122
643.9434,537.6688
678.2641,537.7931
712.6191,537.7106
746.4671,538.0494
780.7260,538.1231
814.7961,538.3730
848.6584,538.5035
882.4839,538.7510
505.6557,571.8519
540.3891,571.7567
574.7299,571.8785
609.2950,571.6393
643.4912,571.7909
677.8611,571.7135
712.0019,572.0408
745.9615,571.8511
779.9740,572.1548
813.9916,572.1913
847.8966,572.4143
881.8221,572.5481
509.0000,600.0000
539.9593,605.6523
574.5590,605.5562
608.9044,605.5767
643.3181,605.4862
677.4461,605.5714
711.5912,605.4831
745.4056,605.6888
779.4906,605.6898
813.4071,605.9876
847.3282,606.0760
881.2126,606.2782
509.0000,645.0000
539.8081,639.3323
574.1713,639.3910
