92.4652,339.9132
123.5387,339.0220
153.9822,338.1454
184.3510,337.3333
214.2237,336.4754
243.4428,335.8145
272.6312,334.8790
300.6872,334.4863
329.0600,333.6886
356.6969,333.1530
384.0978,332.4592
411.3809,332.0334
95.2413,375.0400
125.9665,373.8845
156.4704,372.7262
186.3871,371.7881
216.0288,370.7840
244.9550,369.6613
274.2780,368.8205
302.4208,367.6781
330.7168,367.0581
358.3842,366.0962
385.5359,365.5220
412.5428,364.5858
97.7999,409.8025
128.4804,408.5006
159.0214,407.0576
188.9409,405.6302
218.3541,404.4020
247.2596,403.4463
275.8556,402.1178
304.4575,401.0730
331.9780,399.8530
359.9232,398.9316
387.1854,397.8983
414.0152,397.0346
100.7794,444.3021
131.1180,442.7133
161.4859,441.4073
191.2317,439.8528
220.7239,438.2142
249.6668,436.7946
278.2169,435.8092
306.1438,434.0477
334.1713,432.9554
361.5926,431.6495
388.5819,430.6232
415.2636,429.3640
103.5255,478.9083
134.0905,477.0737
164.0124,475.3256
193.8557,473.5806
223.2679,471.9936
252.4686,470.3035
280.6093,468.5214
308.5444,467.1824
335.8499,465.5448
363.0269,464.5542
390.0180,462.6387
417.1617,461.5908
106.3233,513.0598
136.4846,511.1828
166.7306,509.1852
196.2920,507.2657
225.4919,505.4932
254.4270,503.4126
282.7489,501.7855
310.4857,499.7768
338.2455,498.4294
365.2918,496.5315
392.3503,495.3059
418.9543,493.6161
108.9134,547.3288
139.3305,545.1435
169.2324,543.0993
198.6071,540.9511
227.7946,538.5995
256.5981,536.6974
285.1756,534.4645
312.7053,532.7597
340.2922,530.6534
367.7350,529.1184
394.3843,527.2608
421.0605,525.6507
111.7796,581.1617
141.9683,578.8519
171.6244,576.5498
201.3439,574.1767
230.3408,571.7944
259.4041,569.2721
287.1273,567.5502
314.7865,565.2751
342.5782,563.5108
369.7591,561.0764
396.6592,559.4648
422.9818,557.2080
114.7443,615.1086
144.9492,612.4247
174.5570,609.9577
203.7320,607.3889
232.9039,605.0764
261.4128,602.5127
289.7989,599.7647
317.0807,597.9280
344.4987,595.2332
372.1243,593.4566
398.7708,591.0172
425.2283,589.2549
117.3431,648.8733
147.6566,645.8861
177.3322,643.1075
206.5038,640.5401
235.2570,637.8378
263.6715,635.2718
292.3866,632.8777
319.5075,630.0183
346.7728,627.7304
373.8915,625.1238
400.7940,623.3076
427.6405,620.4965
120.1557,682.3884
150.2952,679.1583
179.5376,676.4632
209.0785,673.3482
237.8397,670.7008
266.2859,667.7664
294.4806,665.0042
321.8163,662.3705
349.1988,659.5583
376.3656,657.1779
402.9290,654.3913
429.8703,652.1117
123.2726,715.5443
152.8748,712.5552
182.7996,709.0916
211.6426,706.2624
240.4739,703.1337
268.7686,699.7952
296.6252,697.2391
323.9934,694.1071
351.5224,691.6494
378.5281,688.4731
405.6368,686.1682
431.9528,683.2948
125.9905,749.0445
155.8286,745.3231
185.1571,742.3386
214.5342,738.8386
243.0515,735.5545
270.9827,732.4922
298.8953,729.3034
326.5781,726.3954
353.7577,723.1118
381.3572,720.3436
407.5822,717.2873
434.3458,714.9044
133.0000,788.0000
158.3871,778.8481
187.8636,774.9468
216.4980,771.7129
245.8509,767.9190
273.6016,765.0555
301.1641,761.4703
328.8971,757.9616
356.3785,755.0937
382.9410,751.8539
409.8200,749.3105
436.8161,745.7184
131.5995,815.8526
160.9984,811.8791
190.4865,808.2901
219.2720,804.4252
248.2751,801.1645
276.2017,797.3467
303.8156,793.7666
331.3036,790.4524
358.7606,786.8477
385.8531,783.5885
412.5804,780.4307
439.2986,777.4333
134.7194,848.9818
164.0235,845.1415
193.4430,840.9755
221.8269,837.1835
250.8674,833.2869
278.6512,829.2505
306.6340,825.7776
334.1318,822.1675
361.7451,818.6160
388.3070,815.1293
415.2835,811.9297
441.5867,808.3933
137.0983,881.9097
166.7975,877.7435
195.8663,873.6251
224.8305,869.3547
253.3028,865.4969
281.4644,861.0651
309.0795,857.4955
336.7487,853.7066
363.8770,849.9064
391.1653,846.6747
417.8078,842.7814
444.5811,839.6345
144.0000,921.0000
169.2704,910.6691
198.6958,905.9675
227.0242,902.0571
255.8969,897.4236
283.7215,893.4015
312.0895,889.3931
338.6979,885.0557
366.6293,881.3013
393.5897,877.3347
420.5735,873.8605
446.9789,870.1906
142.5673,947.8423
171.8889,943.1345
200.7101,938.7689
229.8467,933.8381
258.0497,929.7640
286.6203,925.0551
314.0981,920.9638
341.8051,916.5652
368.7213,912.7172
396.2531,908.4235
422.5876,904.7463
449.8231,900.8448
149.0000,986.0000
174.3318,975.6423
203.6824,970.6079
232.1380,966.4227
260.9326,961.2581
288.9828,956.7524
316.6974,952.3123
343.9407,948.1946
371.7763,943.6859
397.9690,939.7700
425.5290,935.6567
451.7148,931.7272
147.6975,1012.9540
177.3325,1008.0814
205.9832,1002.8951
235.2407,997.7628
263.2833,993.5394
291.5788,988.3926
318.7973,984.1075
346.8520,979.1593
373.6004,974.7635
401.2696,970.3013
427.5832,966.2833
454.5789,962.2121
150.7563,1045.2640
179.6722,1040.2503
208.8483,1034.8526
237.1243,1030.0543
265.7788,1024.9321
293.9305,1020.0284
321.6636,1015.0516
348.7723,1010.3212
376.5362,1005.7550
402.9972,1001.4686
430.3208,996.8848
456.4611,992.5637
153.0549,1077.6932
182.5102,1072.1788
211.1962,1066.9617
240.1552,1061.5176
268.4840,1056.4194
296.1275,1051.4150
323.4328,1046.4177
351.4358,1041.6760
378.4642,1036.8232
405.6868,1032.0796
432.1340,1027.5811
459.2075,1022.8527
155.9822,1109.6779
184.8569,1104.3302
213.9698,1098.5788
242.3844,1093.5347
270.7972,1087.8996
298.1645,1082.7135
326.3813,1077.5450
353.3564,1072.6245
381.2687,1067.4578
407.5782,1062.8253
434.9709,1057.9709
461.0117,1053.4213
158.3862,1141.9876
187.8214,1136.0151
216.3944,1130.5956
245.1377,1124.7723
272.9992,1119.6223
301.1820,1114.0421
328.5898,1108.7858
356.3433,1103.5679
382.9686,1098.3955
410.3394,1093.4155
436.5859,1088.6451
463.6102,1083.5995
166.0000,1179.0000
190.3813,1167.9206
219.3267,1161.7557
247.4429,1156.3264
275.6987,1150.6296
303.8469,1145.1614
331.3134,1139.5373
358.3706,1134.2491
385.7696,1128.8172
412.5807,1123.9044
439.2322,1118.6434
465.4340,1114.0189
163.7148,1205.6580
193.1146,1199.5311
221.4870,1193.6594
250.3512,1187.4691
278.1658,1181.8270
306.2313,1176.0496
333.5982,1170.4504
361.0468,1164.7367
