-465.7000,-207.7000,1633.8000
-474.1238,-170.5429,1633.8000
-482.5476,-133.3858,1633.8000
-490.9714,-96.2287,1633.8000
-499.3952,-59.0716,1633.8000
-507.8191,-21.9145,1633.8000
-516.2429,15.2425,1633.8000
-524.6667,52.3996,1633.8000
-533.0905,89.5567,1633.8000
-541.5143,126.7138,1633.8000
-549.9381,163.8709,1633.8000
-558.3619,201.0280,1633.8000
-465.7000,-207.7000,1595.7000
-474.1238,-170.5429,1595.7000
-482.5476,-133.3858,1595.7000
-490.9714,-96.2287,1595.7000
-499.3952,-59.0716,1595.7000
-507.8191,-21.9145,1595.7000
-516.2429,15.2425,1595.7000
-524.6667,52.3996,1595.7000
-533.0905,89.5567,1595.7000
-541.5143,126.7138,1595.7000
-549.9381,163.8709,1595.7000
-558.3619,201.0280,1595.7000
-465.7000,-207.7000,1557.6000
-474.1238,-170.5429,1557.6000
-482.5476,-133.3858,1557.6000
-490.9714,-96.2287,1557.6000
-499.3952,-59.0716,1557.6000
-507.8191,-21.9145,1557.6000
-516.2429,15.2425,1557.6000
-524.6667,52.3996,1557.6000
-533.0905,89.5567,1557.6000
-541.5143,126.7138,1557.6000
-549.9381,163.8709,1557.6000
-558.3619,201.0280,1557.6000
-465.7000,-207.7000,1519.5000
-474.1238,-170.5429,1519.5000
-482.5476,-133.3858,1519.5000
-490.9714,-96.2287,1519.5000
-499.3952,-59.0716,1519.5000
-507.8191,-21.9145,1519.5000
-516.2429,15.2425,1519.5000
-524.6667,52.3996,1519.5000
-533.0905,89.5567,1519.5000
-541.5143,126.7138,1519.5000
-549.9381,163.8709,1519.5000
-558.3619,201.0280,1519.5000
-465.7000,-207.7000,1481.4000
-474.1238,-170.5429,1481.4000
-482.5476,-133.3858,1481.4000
-490.9714,-96.2287,1481.4000
-499.3952,-59.0716,1481.4000
-507.8191,-21.9145,1481.4000
-516.2429,15.2425,1481.4000
-524.6667,52.3996,1481.4000
-533.0905,89.5567,1481.4000
-541.5143,126.7138,1481.4000
-549.9381,163.8709,1481.4000
-558.3619,201.0280,1481.4000
-465.7000,-207.7000,1443.3000
-474.1238,-170.5429,1443.3000
-482.5476,-133.3858,1443.3000
-490.9714,-96.2287,1443.3000
-499.3952,-59.0716,1443.3000
-507.8191,-21.9145,1443.3000
-516.2429,15.2425,1443.3000
-524.6667,52.3996,1443.3000
-533.0905,89.5567,1443.3000
-541.5143,126.7138,1443.3000
-549.9381,163.8709,1443.3000
-558.3619,201.0280,1443.3000
-465.7000,-207.7000,1405.2000
-474.1238,-170.5429,1405.2000
-482.5476,-133.3858,1405.2000
-490.9714,-96.2287,1405.2000
-499.3952,-59.0716,1405.2000
-507.8191,-21.9145,1405.2000
-516.2429,15.2425,1405.2000
-524.6667,52.3996,1405.2000
-533.0905,89.5567,1405.2000
-541.5143,126.7138,1405.2000
-549.9381,163.8709,1405.2000
-558.3619,201.0280,1405.2000
-465.7000,-207.7000,1367.1000
-474.1238,-170.5429,1367.1000
-482.5476,-133.3858,1367.1000
-490.9714,-96.2287,1367.1000
-499.3952,-59.0716,1367.1000
-507.8191,-21.9145,1367.1000
-516.2429,15.2425,1367.1000
-524.6667,52.3996,1367.1000
-533.0905,89.5567,1367.1000
-541.5143,126.7138,1367.1000
-549.9381,163.8709,1367.1000
-558.3619,201.0280,1367.1000
-465.7000,-207.7000,1329.0000
-474.1238,-170.5429,1329.0000
-482.5476,-133.3858,1329.0000
-490.9714,-96.2287,1329.0000
-499.3952,-59.0716,1329.0000
-507.8191,-21.9145,1329.0000
-516.2429,15.2425,1329.0000
-524.6667,52.3996,1329.0000
-533.0905,89.5567,1329.0000
-541.5143,126.7138,1329.0000
-549.9381,163.8709,1329.0000
-558.3619,201.0280,1329.0000
-465.7000,-207.7000,1290.9000
-474.1238,-170.5429,1290.9000
-482.5476,-133.3858,1290.9000
-490.9714,-96.2287,1290.9000
-499.3952,-59.0716,1290.9000
-507.8191,-21.9145,1290.9000
-516.2429,15.2425,1290.9000
-524.6667,52.3996,1290.9000
-533.0905,89.5567,1290.9000
-541.5143,126.7138,1290.9000
-549.9381,163.8709,1290.9000
-558.3619,201.0280,1290.9000
-465.7000,-207.7000,1252.8000
-474.1238,-170.5429,1252.8000
-482.5476,-133.3858,1252.8000
-490.9714,-96.2287,1252.8000
-499.3952,-59.0716,1252.8000
-507.8191,-21.9145,1252.8000
-516.2429,15.2425,1252.8000
-524.6667,52.3996,1252.8000
-533.0905,89.5567,1252.8000
-541.5143,126.7138,1252.8000
-549.9381,163.8709,1252.8000
-558.3619,201.0280,1252.8000
-465.7000,-207.7000,1214.7000
-474.1238,-170.5429,1214.7000
-482.5476,-133.3858,1214.7000
-490.9714,-96.2287,1214.7000
-499.3952,-59.0716,1214.7000
-507.8191,-21.9145,1214.7000
-516.2429,15.2425,1214.7000
-524.6667,52.3996,1214.7000
